AD,University of Andorra,http://www.uda.ad/,Abu Dhabi,Bachelors,Business,3.5,GRE 310,11199,USD,Yes
AT,Fachhochschule St. Pölten,http://www.fh-stpoelten.ac.at/,Australia,Bachelors,Business,2.82,TOEFL 100,49311,EUR,No
AT,Fachhochschule Vorarlberg,http://www.fhv.at/,Australia,Bachelors,Psychology,2.78,TOEFL 100,40533,EUR,No
AT,Fachhochschule Wiener Neustadt,http://www.fhwn.ac.at/,Canada,Bachelors,Business,2.8,IELTS 7.5,22491,EUR,Yes
AT,Fachhochschulstudiengänge der Wiener Wirtschaft,http://www.fhw.at/,Australia,Bachelors,Computer Science,2.81,IELTS 7.5,42609,USD,No
AT,Fachhochschulstudiengänge Hagenberg,http://www.fh-hagenberg.at/,Germany,Bachelors,Computer Science,2.86,IELTS 7.5,35049,EUR,Yes
AT,Fachhochschulstudiengänge Krems IMC,http://www.imc-krems.ac.at/,UK,Bachelors,Law,2.78,TOEFL 100,27320,USD,Yes
AT,Fachhochschulstudiengänge Steyr,http://www.fh-steyr.at/,USA,Bachelors,Computer Science,3.03,None,16795,EUR,No
AT,Fachhochschulstudiengänge Wels,http://www.fh-wels.at/,USA,Bachelors,Psychology,3.49,GRE 320,18013,USD,No
AT,Institute of Science and Technology,http://www.ist.ac.at/,Australia,Bachelors,Computer Science,2.62,IELTS 7.5,28580,EUR,No
AT,Katholisch-Theologische Privatuniversität Linz,http://www.kth-linz.ac.at/,Australia,Masters,Computer Science,2.67,TOEFL 100,49463,USD,No
AT,MCI-Management Center Innsbruck,http://www.mci.edu/,Australia,Masters,Business,2.75,None,46418,USD,Yes
AT,Medizinische Universität Graz,http://www.meduni-graz.at/,USA,Masters,Law,3.66,None,22880,EUR,No
AT,Medizinische Universität Innsbruck,http://www.i-med.ac.at/,Canada,Bachelors,Computer Science,2.51,IELTS 7.5,29150,USD,No
AT,Medizinische Universität Wien,http://www.meduniwien.at/,Germany,Masters,Mechanical Engineering,3.44,IELTS 7.5,10107,EUR,Yes
AT,Montanuniversität Leoben,http://www.unileoben.ac.at/,Australia,Masters,Business,3.37,GRE 320,39944,USD,No
AT,Private Universität für Medizinische Informatik und Technik Tirol,http://www.umit.at/,Germany,Bachelors,Computer Science,3.62,IELTS 7.5,25933,EUR,No
AT,Technikum Wien,http://www.technikum-wien.at/,UK,Masters,Law,2.59,IELTS 7.5,45068,USD,No
AT,Technische Universität Graz,http://www.tugraz.at/,USA,Masters,Law,3.3,None,36292,EUR,Yes
AT,Technische Universität Wien,http://www.tuwien.ac.at/,Germany,Bachelors,Business,3.77,IELTS 7.5,39091,USD,No
AT,Universität für angewandte Kunst Wien,http://ns2.uni-ak.ac.at/,USA,Masters,Mechanical Engineering,3.3,IELTS 7.5,40740,USD,No
AT,Universität für Bodenkultur Wien,http://www.boku.ac.at/,UK,Bachelors,Law,2.52,GRE 320,49891,USD,Yes
AT,Universität für künstlerische und industrielle Gestaltung Linz,http://www.khs-linz.ac.at/,Australia,Masters,Business,3.48,IELTS 7.5,16372,EUR,Yes
AT,Universität für Musik und darstellende Kunst Graz,http://www.kug.ac.at/,USA,Masters,Business,2.84,GRE 320,40587,EUR,No
AT,Universität für Musik und darstellende Kunst  Wien,http://www.mdw.ac.at/,USA,Bachelors,Computer Science,3.04,GRE 320,34980,EUR,Yes
AT,Universität Graz,http://www.kfunigraz.ac.at/,Australia,Bachelors,Mechanical Engineering,3.24,GRE 320,21112,EUR,No
AT,Universität Innsbruck,http://www.uibk.ac.at/,USA,Bachelors,Mechanical Engineering,3.18,GRE 320,16344,USD,No
AT,Universität Klagenfurt,http://www.uni-klu.ac.at/,Canada,Masters,Computer Science,3.15,TOEFL 100,24372,USD,No
AT,Universität Linz,http://www.uni-linz.ac.at/,Australia,Masters,Computer Science,3.83,TOEFL 100,39522,USD,No
AT,Universität Mozarteum Salzburg,http://www.moz.ac.at/,Australia,Bachelors,Law,3.56,GRE 320,45707,USD,No
AT,Universität Salzburg,http://www.sbg.ac.at/,Australia,Bachelors,Law,2.6,GRE 320,10585,EUR,Yes
AT,Universität Vienna,http://www.univie.ac.at/,USA,Masters,Computer Science,2.95,GRE 320,10091,USD,No
AT,Veterinärmedizinische Universität Wien,http://www.vu-wien.ac.at/,Germany,Masters,Mechanical Engineering,3.77,GRE 320,23895,EUR,Yes
AT,"Webster University, Vienna",http://www.webster.ac.at/,Germany,Bachelors,Business,2.94,GRE 320,26745,EUR,Yes
AT,Wirtschaftsuniversität Wien,http://www.wu-wien.ac.at/,USA,Masters,Business,2.84,GRE 320,27770,EUR,Yes
AU,Australian Catholic University,http://www.acu.edu.au/,Germany,Masters,Law,3.87,IELTS 7.5,37245,EUR,No
AU,Australian Correspondence Schools,http://www.acs.edu.au/,UK,Bachelors,Law,3.47,TOEFL 100,22941,USD,No
AU,Australian Defence Force Academy,http://www.adfa.oz.au/,UK,Bachelors,Computer Science,3.18,TOEFL 100,33662,EUR,No
AU,Australian Lutheran College,http://www.alc.edu.au/,Australia,Bachelors,Mechanical Engineering,3.71,TOEFL 100,46931,EUR,No
AU,Australian Maritime College,http://www.amc.edu.au/,USA,Masters,Law,2.52,None,24596,USD,Yes
AU,Australian National University,http://www.anu.edu.au/,Australia,Bachelors,Computer Science,2.98,IELTS 7.5,47082,EUR,No
AU,Avondale College,http://www.avondale.edu.au/,Australia,Masters,Mechanical Engineering,3.53,None,26410,EUR,No
AU,Batchelor Institute of Indigenous Tertiary Education,http://www.nt.gov.au/batc/,UK,Bachelors,Law,3.81,IELTS 7.5,42074,EUR,Yes
AU,Blue Mountains Hotel School,http://www.hotelschool.com.au/,Germany,Masters,Business,2.53,None,20839,EUR,No
AU,Bond University,http://www.bond.edu.au/,Australia,Masters,Law,3.72,TOEFL 100,42357,USD,Yes
AU,Central Queensland University,http://www.cqu.edu.au/,Australia,Bachelors,Business,3.69,GRE 320,42570,USD,No
AU,Charles Darwin University,http://www.cdu.edu.au/,USA,Bachelors,Psychology,3.19,IELTS 7.5,46463,EUR,Yes
AU,Charles Sturt University,http://www.csu.edu.au/,USA,Bachelors,Mechanical Engineering,3.26,GRE 320,24280,USD,Yes
AU,Curtin University of Technology,http://www.curtin.edu.au/,USA,Masters,Business,2.96,None,35552,EUR,Yes
AU,Deakin University,http://www.deakin.edu.au/,Canada,Bachelors,Psychology,3.08,IELTS 7.5,23400,EUR,Yes
AU,Edith Cowan University,http://www.ecu.edu.au/,UK,Bachelors,Mechanical Engineering,3.73,IELTS 7.5,32833,EUR,Yes
AU,Flinders University of South Australia,http://www.flinders.edu.au/,Germany,Bachelors,Business,4.0,None,36769,USD,No
AU,Griffith University,http://www.gu.edu.au/,UK,Masters,Psychology,2.6,TOEFL 100,23067,EUR,Yes
AU,Holmes Institute,http://www.holmes.edu.au/,USA,Masters,Psychology,2.92,IELTS 7.5,26192,USD,No
AU,"Institute Of Technology, Australia",http://www.iota.edu.au/,Germany,Bachelors,Business,2.56,IELTS 7.5,24044,EUR,No
AU,International College of Tourism and Hotel Management,http://www.icthm.edu.au/,Canada,Masters,Law,3.25,IELTS 7.5,30949,EUR,Yes
AU,James Cook University of North Queensland,http://www.jcu.edu.au/,Canada,Bachelors,Psychology,3.69,IELTS 7.5,33179,EUR,Yes
AU,La Trobe University,http://www.latrobe.edu.au/,Canada,Bachelors,Mechanical Engineering,3.19,GRE 320,37187,USD,Yes
AU,Macquarie University,http://www.mq.edu.au/,Germany,Bachelors,Computer Science,3.43,None,46431,EUR,No
AU,Marcus Oldham College,http://www.marcusoldham.vic.edu.au/,Germany,Masters,Business,2.97,None,32567,EUR,Yes
AU,Monash University,http://www.monash.edu.au/,Australia,Bachelors,Computer Science,3.44,TOEFL 100,49745,USD,Yes
AU,Murdoch University,http://www.murdoch.edu.au/,Germany,Masters,Law,3.44,None,46449,USD,No
AU,Queensland University of Technology,http://www.qut.edu.au/,Canada,Masters,Psychology,3.62,None,27995,USD,Yes
AU,Royal Melbourne Institute of Technology,http://www.rmit.edu.au/,Canada,Masters,Business,2.93,IELTS 7.5,41159,USD,No
AU,Southern Cross University,http://www.scu.edu.au/,Canada,Bachelors,Psychology,3.81,None,23171,EUR,Yes
AU,Swinburne University of Technology,http://www.swin.edu.au/,Australia,Masters,Mechanical Engineering,2.93,TOEFL 100,29236,EUR,No
AU,University of Adelaide,http://www.adelaide.edu.au/,Canada,Masters,Psychology,3.83,IELTS 7.5,40286,USD,No
AU,University of Ballarat,http://www.ballarat.edu.au/,UK,Bachelors,Business,2.67,IELTS 7.5,28673,USD,Yes
AU,University of Canberra,http://www.canberra.edu.au/,Canada,Masters,Computer Science,2.8,IELTS 7.5,16838,USD,No
AU,University of Divinity,http://www.divinity.edu.au/,Germany,Masters,Computer Science,3.1,IELTS 7.5,16584,USD,No
AU,University of Melbourne,http://www.unimelb.edu.au/,UK,Bachelors,Psychology,3.72,GRE 320,41630,EUR,No
AU,University of Newcastle,http://www.newcastle.edu.au/,UK,Bachelors,Mechanical Engineering,3.87,None,45322,EUR,No
AU,University of New England,http://www.une.edu.au/,Canada,Masters,Mechanical Engineering,2.51,None,38822,USD,No
AU,University of New South Wales,http://www.unsw.edu.au/,Germany,Bachelors,Law,2.59,None,35893,USD,No
AU,University of Notre Dame Australia,http://www.nd.edu.au/,Australia,Bachelors,Psychology,3.45,TOEFL 100,12663,EUR,Yes
AU,University of Queensland,http://www.uq.edu.au/,UK,Bachelors,Computer Science,2.64,None,25090,USD,No
AU,University of South Australia,http://www.unisa.edu.au/,Australia,Masters,Mechanical Engineering,3.82,TOEFL 100,16348,EUR,No
AU,University of Southern Queensland,http://www.usq.edu.au/,Australia,Masters,Law,3.46,GRE 320,40024,USD,Yes
AU,University of Sydney,http://www.usyd.edu.au/,Canada,Bachelors,Business,3.08,TOEFL 100,40913,EUR,Yes
AU,University of Tasmania,http://www.utas.edu.au/,UK,Bachelors,Computer Science,3.91,None,30016,USD,Yes
AU,University of Technology Sydney,http://www.uts.edu.au/,Australia,Masters,Law,3.19,TOEFL 100,33552,EUR,No
AU,University of the Sunshine Coast,http://www.usc.edu.au/,Canada,Bachelors,Business,3.13,None,19448,EUR,Yes
AU,University of Western Australia,http://www.uwa.edu.au/,UK,Masters,Psychology,3.11,IELTS 7.5,25266,EUR,No
AU,University of Western Sydney,http://www.uws.edu.au/,Canada,Bachelors,Computer Science,3.04,TOEFL 100,21649,EUR,No
AU,University of Wollongong,http://www.uow.edu.au/,Canada,Bachelors,Computer Science,3.19,None,35018,EUR,Yes
AZ,Academy of Public Administration,http://www.dia.edu.az/,Germany,Masters,Business,3.23,TOEFL 100,35469,EUR,No
AZ,Azerbaijan Diplomatic Academy,http://www.ada.edu.az/,UK,Bachelors,Business,2.82,GRE 320,23293,USD,Yes
AZ,Azerbaijan International University,http://www.abu.az/,Germany,Masters,Business,3.5,None,24385,USD,Yes
AZ,Azerbaijan Medical University,http://www.amu.edu.az/,Canada,Bachelors,Computer Science,3.04,None,31984,USD,Yes
AZ,Azerbaijan National Conservatorie,http://www.conservatory.az/,Germany,Bachelors,Law,2.59,TOEFL 100,35867,EUR,Yes
AZ,Azerbaijan State Economic University,http://www.aseu.az/,Canada,Bachelors,Law,3.11,None,21437,EUR,No
AZ,Azerbaijan State Oil Academy,http://adna.jis.az/,Germany,Masters,Mechanical Engineering,3.01,None,49951,EUR,Yes
AZ,Azerbaijan Technical University,http://www.aztu.az/,UK,Bachelors,Psychology,3.42,GRE 320,49489,EUR,No
AZ,Azerbaijan Technology University,http://www.aztu.edu.az/,UK,Bachelors,Mechanical Engineering,3.07,TOEFL 100,13821,USD,No
AZ,Azerbaijan Toursim Institute,http://www.tourism.edu.az/,Australia,Bachelors,Law,3.15,GRE 320,24772,USD,Yes
AZ,Azerbaijan University,http://www.au.edu.az/,Australia,Bachelors,Law,2.53,IELTS 7.5,22864,EUR,No
AZ,Azerbaijan University ol Languages,http://www.adu.edu.az/,UK,Bachelors,Psychology,3.13,TOEFL 100,13763,EUR,No
AZ,Baki Business University,http://www.bbu.edu.az/,Canada,Bachelors,Psychology,3.94,GRE 320,46064,EUR,Yes
AZ,Baku Slavic University,http://www.bsu-edu.org/,Australia,Masters,Psychology,3.25,GRE 320,33562,USD,Yes
AZ,Baku State University,http://www.bsu.az/,Australia,Masters,Law,3.53,None,26439,USD,Yes
AZ,Ganja State University ,http://www.gsu.az/,UK,Masters,Psychology,3.75,None,16881,EUR,Yes
AZ,Khazar University,http://www.khazar.org/,Australia,Bachelors,Business,3.19,None,21706,USD,Yes
AZ,Lankaran State University,http://www.lsu.edu.az/,UK,Masters,Computer Science,3.77,IELTS 7.5,42882,USD,Yes
AZ,Nakhchivan Private University,http://www.az-npu.org/,Canada,Bachelors,Business,2.84,IELTS 7.5,27277,EUR,Yes
AZ,Nakhchivan State University,http://www.ndu.edu.az/,Canada,Masters,Computer Science,3.11,TOEFL 100,46488,USD,No
AZ,National Aviation Academy,http://www.naa.edu.az/,Germany,Masters,Computer Science,2.67,TOEFL 100,39173,EUR,No
AZ,Odlar Yurdu University,http://www.oyu.edu.az/,USA,Masters,Psychology,2.73,TOEFL 100,20652,EUR,No
AZ,Police Academy,http://www.pa.edu.az/,UK,Bachelors,Mechanical Engineering,3.64,IELTS 7.5,36625,USD,No
AZ,Qafqaz University,http://www.qafqaz.edu.az/,Germany,Masters,Mechanical Engineering,2.97,IELTS 7.5,27811,USD,No
AZ,Sumgait State University,http://www.sdu.edu.az/,Australia,Bachelors,Psychology,2.95,TOEFL 100,27863,USD,Yes
AZ,Western University,http://www.wu.edu.az/,Canada,Masters,Law,3.27,None,43954,EUR,No
BA,American University,http://www.aubih.ba/,Australia,Bachelors,Computer Science,2.87,TOEFL 100,45599,USD,No
BA,International Burch University,http://www.ibu.edu.ba/,UK,Bachelors,Business,2.9,IELTS 7.5,11920,USD,No
BA,International University of Sarajevo,http://www.ius.edu.ba/,Australia,Bachelors,Computer Science,2.62,GRE 320,15438,USD,No
BA,International University of Travnik,http://www.iu-travnik.com/,UK,Masters,Psychology,3.06,TOEFL 100,24359,EUR,Yes
BA,Sarajevo Film Academy,http://www.sfa.ba/,UK,Bachelors,Computer Science,2.79,None,47989,USD,Yes
BA,Slobomir P Univerzitet,http://www.spu.ba/,UK,Masters,Computer Science,2.67,TOEFL 100,34723,EUR,No
BA,University of Banja Luka,http://www.unibl.org/,Canada,Bachelors,Business,2.73,IELTS 7.5,34849,EUR,Yes
BA,University of Bihac,http://www.unbi.ba/,Germany,Bachelors,Psychology,3.18,TOEFL 100,36122,USD,Yes
BA,University of East Srarajevo,http://www.unssa.rs.ba/,Germany,Bachelors,Mechanical Engineering,2.84,GRE 320,16480,USD,Yes
BA,University of Mostar,http://www.sve-mo.ba/,USA,Masters,Computer Science,3.88,None,20038,EUR,No
BA,University of Sarajevo,http://www.unsa.ba/,Germany,Masters,Business,3.77,TOEFL 100,27764,EUR,No
BA,University of Tuzla,http://www.untz.ba/,Germany,Masters,Computer Science,3.5,None,40882,EUR,Yes
BA,University of Zenica,http://www.unze.ba/,Germany,Masters,Law,3.61,TOEFL 100,11668,EUR,Yes
BA,University Vitez In Travnik,http://www.unvi.edu.ba/,Australia,Masters,Psychology,2.56,IELTS 7.5,32463,USD,Yes
BA,"Univerzitet u Mostaru ""Dzemal Bijedic""",http://www.unmo.ba/,USA,Bachelors,Psychology,3.28,None,15134,EUR,Yes
BB,"University of the West Indies, Cave Hill",http://www.uwichill.edu.bb/,Germany,Masters,Law,3.4,TOEFL 100,40986,EUR,No
BD,Ahsanullah University of Science & Technology,http://www.aust.edu/,Germany,Bachelors,Mechanical Engineering,3.4,TOEFL 100,40786,USD,Yes
BD,American International University - Bangladesh,http://www.aiub.edu/,UK,Bachelors,Psychology,3.31,GRE 320,17277,USD,No
BD,Asa University Bangladesh,http://www.asaub.edu.bd/,Australia,Bachelors,Business,2.51,TOEFL 100,43430,USD,Yes
BD,Asian University of Bangladesh,http://www.aub-bd.org/,Australia,Masters,Law,3.56,TOEFL 100,28838,EUR,Yes
BD,Atish Dipankar University,http://www.atishdipankaruniversity.edu.bd/,UK,Masters,Computer Science,3.0,None,25045,EUR,No
BD,Bangabandhu Sheikh Mujibur Rahman Agricultural University,http://www.bsmrau.edu.bd/,Germany,Masters,Mechanical Engineering,3.85,None,41173,USD,No
BD,Bangabandhu Sheikh Mujibur Rahman Medical University,http://www.bsmmu.edu.bd/,USA,Masters,Business,3.34,IELTS 7.5,21661,USD,No
BD,Bangladesh Agricultural University,http://www.bau.edu.bd/,UK,Bachelors,Computer Science,2.53,None,37639,USD,Yes
BD,Bangladesh Open University,http://www.bou.edu.bd/,USA,Masters,Mechanical Engineering,2.53,None,20847,EUR,Yes
BD,Bangladesh University,http://www.bu.edu.bd/,UK,Masters,Psychology,3.92,IELTS 7.5,37861,EUR,Yes
BD,Bangladesh University of Business & Technology,http://www.bubt.edu.bd/,USA,Bachelors,Computer Science,3.56,None,18680,USD,Yes
BD,Bangladesh University of Engineering and Technology,http://www.buet.ac.bd/,Canada,Bachelors,Law,3.16,None,19987,USD,No
BD,Bangladesh University of Professionals,http://www.bup.edu.bd/,Canada,Masters,Law,2.57,TOEFL 100,19752,USD,No
BD,Bangladesh University of Textiles,http://www.butex.edu.bd/,Canada,Bachelors,Business,3.73,GRE 320,38748,EUR,No
BD,"Begum Rokeya University, Rangpur",http://www.brur.ac.bd/,Canada,Masters,Psychology,3.63,TOEFL 100,40666,USD,No
BD,"BGC Trust University, Bangladesh",http://www.bgctrustbd.org/btub/,USA,Masters,Law,2.74,IELTS 7.5,47284,EUR,Yes
BD,Brac University,http://www.bracuniversity.net/,UK,Masters,Computer Science,3.87,IELTS 7.5,18046,EUR,Yes
BD,Chittagong Independent University,http://www.ciu.edu.bd/,USA,Masters,Business,3.69,GRE 320,42598,EUR,Yes
BD,Chittagong University of Engineering and Technology,http://www.cuet.ac.bd/,Germany,Masters,Computer Science,2.56,GRE 320,29226,USD,No
BD,City University,http://www.cityuniversity.edu.bd/,UK,Masters,Psychology,3.37,GRE 320,31053,USD,No
BD,Comilla University,http://www.cou.ac.bd/,Germany,Masters,Law,3.27,TOEFL 100,28162,EUR,Yes
BD,Daffodil International University,http://www.daffodilvarsity.edu.bd/,USA,Masters,Psychology,3.47,None,19141,EUR,Yes
BD,Darul Ihsan University,http://www.diu.ac.bd/,Canada,Masters,Law,3.07,None,35244,USD,Yes
BD,Dhaka International University,http://www.diu.net.bd/,Germany,Masters,Mechanical Engineering,2.91,IELTS 7.5,37305,EUR,Yes
BD,Dhaka University of Engineering and Technology,http://www.duet.ac.bd/,Australia,Bachelors,Computer Science,3.92,GRE 320,21071,EUR,Yes
BD,East Delta University,http://www.eastdelta.edu.bd/,Australia,Masters,Law,2.65,IELTS 7.5,30132,USD,No
BD,Eastern University,http://www.easternuni.edu.bd/,Germany,Masters,Business,3.84,IELTS 7.5,13427,EUR,No
BD,East West University,http://www.ewubd.edu/,Australia,Bachelors,Mechanical Engineering,3.53,None,38112,EUR,No
BD,"East-West University, Mohakhali",http://www.ewubd.edu/,UK,Bachelors,Business,3.37,TOEFL 100,21307,USD,Yes
BD,Green University of Bangladesh,http://www.green.edu.bd/,UK,Masters,Psychology,3.78,GRE 320,11054,EUR,Yes
BD,Hajee Mohammad Danesh Science and Technology University,http://www.hstu.ac.bd/,Australia,Bachelors,Computer Science,2.92,IELTS 7.5,17502,EUR,Yes
BD,IBAIS University,http://www.ibaisuniv.edu.bd/,Canada,Masters,Computer Science,2.68,IELTS 7.5,43635,USD,Yes
BD,"Independent University, Bangladesh",http://www.iub.edu.bd/,Australia,Masters,Business,3.87,TOEFL 100,49996,USD,No
BD,International Culture University ,http://www.icu-edu.org/,UK,Bachelors,Computer Science,3.35,IELTS 7.5,21557,EUR,Yes
BD,International Islamic University Chittagong,http://www.iiuc.ac.bd/,UK,Bachelors,Mechanical Engineering,3.89,IELTS 7.5,37854,EUR,Yes
BD,International University of Business Agriculture and Technology,http://www.iubat.edu/,Australia,Masters,Law,3.01,None,21814,USD,Yes
BD,Islamic University Kushtia,http://www.iu.ac.bd/,Australia,Bachelors,Business,2.54,TOEFL 100,11251,USD,No
BD,Islamic University of Technology,http://www.iutoic-dhaka.edu/,USA,Masters,Business,2.67,GRE 320,21302,USD,Yes
BD,Jagannath University,http://www.jnu.ac.bd/,USA,Bachelors,Law,3.53,IELTS 7.5,24910,EUR,No
BD,Jahangirnagar University,http://www.juniv.edu/,Germany,Masters,Computer Science,3.78,IELTS 7.5,15381,USD,No
BD,Jatiya Kabi Kazi Nazrul Islam University,http://www.jkkniu.edu.bd/,UK,Bachelors,Business,3.98,None,27309,USD,No
BD,Khulna University,http://www.ku.ac.bd/,Canada,Masters,Psychology,3.75,IELTS 7.5,26891,USD,Yes
BD,Khulna University of Engineering And Technology,http://www.kuet.ac.bd/,Germany,Masters,Psychology,3.32,None,13695,USD,No
BD,Leading University,http://www.lus.ac.bd/,Australia,Bachelors,Law,2.8,TOEFL 100,35489,USD,No
BD,Manarat International University,http://www.manarat.ac.bd/,Canada,Masters,Psychology,3.01,IELTS 7.5,22437,USD,No
BD,Mawlana Bhashani Science And Technology University,http://www.mbstu.ac.bd/,UK,Bachelors,Law,2.62,None,21433,USD,Yes
BD,Metropolitan University,http://www.metrouni.edu.bd/,USA,Bachelors,Business,3.34,GRE 320,29252,EUR,No
BD,Military Institute of Science and Technology,http://www.mist.ac.bd/,USA,Bachelors,Law,3.17,GRE 320,36604,USD,No
BD,National University,http://www.nu.edu.bd/,UK,Bachelors,Psychology,3.85,None,41214,USD,No
